symptoms,severity,max_weight,num_symptoms
"minor rash, swollen lymph nodes, dry skin, mild fatigue",YELLOW,3,4
"joint pain, chapped lips, numbness in fingers, mild fatigue, mild itching, night sweats",YELLOW,4,6
dizziness,YELLOW,4,1
slight sore throat,GREEN,1,1
"choking, stab wound",RED,7,2
"mild stomach discomfort, mild headache",GREEN,2,2
"open wound deep, multi organ failure signs, heart attack symptoms",RED,7,3
"mild anxiety, chest pain, muscle soreness after exercise, watery eyes, severe head trauma, drowning",RED,7,6
"chronic indigestion, vomiting, severe chest tightness",ORANGE,6,3
"choking, severe trauma",RED,7,2
"electrocution, cardiac arrest, eye injury",RED,7,3
"difficulty breathing, severe allergic reaction",ORANGE,6,2
"insomnia, mild constipation",GREEN,2,2
occasional heartburn,GREEN,2,1
"mild headache, mild fatigue",GREEN,2,2
"seizure continuous, multi organ failure signs, gunshot wound",RED,7,3
"dehydration, chronic indigestion, skin rash with fever",YELLOW,4,3
coughing blood,ORANGE,6,1
confusion,ORANGE,5,1
"mild sunburn, mild itching, minor mouth ulcer",GREEN,2,3
"insomnia, drowning, loss of consciousness prolonged",RED,7,3
"sneezing, broken bone visible, minor bruise, difficulty speaking suddenly, numbness in fingers, sudden weakness",ORANGE,6,6
"skin rash with fever, massive hemorrhage, anaphylaxis",RED,7,3
"urinary burning, severe burn, drug overdose suspected, severe headache",ORANGE,6,4
mild headache,GREEN,1,1
"severe pain, severe chest tightness, facial drooping",ORANGE,6,3
chest pain,RED,7,1
"stuffy nose, chronic indigestion, chest tightness, chapped lips",YELLOW,4,4
"gunshot wound, mild body ache",RED,7,2
blood in urine,YELLOW,4,1
"chemical exposure, skin infection, broken bone visible, eye injury",ORANGE,6,4
"blue lips, choking, septic shock symptoms",RED,7,3
"night sweats, wheezing, eye pain, mild itching, watery eyes, insomnia",YELLOW,4,6
"mild body ache, ear pain, muscle cramps, mild stomach discomfort",YELLOW,3,4
"minor rash, chapped lips, night sweats, weight loss unintentional, swollen lymph nodes, mild cough",YELLOW,4,6
"confusion, sudden weakness, loss of consciousness brief",ORANGE,6,3
mild bloating,GREEN,2,1
"severe dehydration, mild cough, mild constipation, mild nausea",ORANGE,5,4
minor bruise,GREEN,1,1
"urinary burning, sprained ankle, jaundice",YELLOW,4,3
"mild sunburn, septic shock symptoms",RED,7,2
"back pain, severe allergic reaction, mild allergies, mild fatigue, chemical exposure, severe pain",ORANGE,6,6
"anaphylaxis, heart attack symptoms, tension pneumothorax",RED,7,3
vomiting blood,ORANGE,6,1
"cardiac arrest, spinal injury suspected",RED,7,2
"mild itching, occasional heartburn",GREEN,2,2
"facial drooping, head injury, minor mouth ulcer",ORANGE,6,3
"fever, dehydration, severe head trauma, multi organ failure signs, chapped lips",RED,7,5
"chronic indigestion, mild fatigue, persistent fatigue, mild allergies, mild bloating",YELLOW,3,5
"common cold, minor mouth ulcer",GREEN,2,2
"mild stomach discomfort, chronic indigestion",YELLOW,3,2
"septic shock symptoms, hiccups, sudden weakness",RED,7,3
"dry skin, sprained ankle, mild allergies, painful urination, mild anxiety, eye pain",YELLOW,3,6
paper cut,GREEN,1,1
"loss of consciousness brief, mild nausea, sore throat with fever",ORANGE,6,3
"muscle soreness after exercise, mild cough",GREEN,2,2
"mild body ache, slight sore throat",GREEN,2,2
severe chest tightness,ORANGE,6,1
"anaphylaxis, seizure continuous, seizure single, loss of consciousness prolonged, common cold",RED,7,5
"minor mouth ulcer, broken bone visible, paper cut, abdominal pain, confusion",ORANGE,6,5
minor mouth ulcer,GREEN,2,1
"severe abdominal pain, vomiting blood, dandruff, mild sunburn",ORANGE,6,4
"mild nausea, mild fatigue",GREEN,2,2
"persistent fatigue, dry skin",YELLOW,3,2
"heart attack symptoms, muscle soreness after exercise, severe bleeding uncontrolled, blurred vision, drowning, sneezing",RED,7,6
"runny nose, dry skin, chapped lips, chest tightness, ankle swelling, persistent cough",YELLOW,4,6
"no pulse detected, cardiac arrest",RED,7,2
"severe head trauma, no pulse detected, gunshot wound",RED,7,3
"anaphylaxis, stab wound, heart attack symptoms",RED,7,3
"choking, mild constipation",RED,7,2
"ear pain, minor rash, insomnia, swollen lymph nodes",YELLOW,3,4
"mild cough, stuffy nose, minor bruise",GREEN,1,3
minor mouth ulcer,GREEN,2,1
"slight sore throat, eye pain, mild constipation, dandruff",YELLOW,3,4
"mild cough, back pain, blood in urine, occasional heartburn",YELLOW,4,4
"massive hemorrhage, multi organ failure signs, no pulse detected",RED,7,3
"mild bloating, mild headache, mild constipation",GREEN,2,3
"chest pain, severe asthma attack, severe trauma",RED,7,3
"nausea and vomiting, sore throat with fever, jaundice, chapped lips",YELLOW,4,4
"high fever with chills, shortness of breath, severe back pain radiating",ORANGE,6,3
"mild stomach discomfort, common cold, watery eyes",GREEN,2,3
"persistent cough, severe asthma attack, occasional heartburn",ORANGE,6,3
"wheezing, mild cough",YELLOW,4,2
"facial drooping, stuffy nose, mild headache, diarrhea",ORANGE,6,4
"shortness of breath, severe back pain radiating, severe allergic reaction",ORANGE,6,3
"mild stomach discomfort, mild anxiety, toothache severe",YELLOW,3,3
loss of consciousness brief,ORANGE,6,1
"runny nose, minor mouth ulcer, mild acne",GREEN,2,3
"swollen lymph nodes, severe dehydration, confusion, vomiting",ORANGE,5,4
"watery eyes, insomnia, mild sunburn",GREEN,2,3
"mild sunburn, weight loss unintentional, persistent fatigue, joint pain, mild headache, minor rash",YELLOW,4,6
eye injury,ORANGE,5,1
"abdominal pain, dizziness, nausea and vomiting",YELLOW,4,3
"dandruff, persistent cough, dehydration, back pain, muscle soreness after exercise",YELLOW,4,5
"night sweats, sore throat with fever, frequent urination",YELLOW,4,3
"runny nose, mild bloating, paper cut",GREEN,2,3
"hiccups, back pain, mild sunburn, severe trauma",RED,7,4
"spinal injury suspected, severe pain, stab wound, toothache severe, weight loss unintentional, multi organ failure signs",RED,7,6
"dandruff, mild cough",GREEN,1,2
"numbness in fingers, stuffy nose",YELLOW,3,2
"blood in urine, high fever, minor mouth ulcer, mild body ache",YELLOW,4,4
"confusion, eye injury",ORANGE,5,2
"muscle cramps, mild cough, runny nose, blood in urine",YELLOW,4,4
"mild headache, minor rash",GREEN,2,2
chapped lips,GREEN,1,1
"chapped lips, dry skin, ankle swelling",YELLOW,3,3
"dry skin, watery eyes, minor bruise",GREEN,1,3
"broken bone visible, shortness of breath, numbness one side",ORANGE,6,3
stuffy nose,GREEN,1,1
severe allergic reaction,ORANGE,6,1
"painful urination, open wound deep, blue lips, loss of consciousness prolonged, muscle cramps, electrocution",RED,7,6
"muscle soreness after exercise, back pain, mild cough, mild nausea",YELLOW,3,4
mild sunburn,GREEN,2,1
"dizziness, mild nausea, joint pain, drug overdose suspected, seizure single",ORANGE,6,5
"severe chest tightness, high fever with chills, difficulty breathing",ORANGE,6,3
dandruff,GREEN,1,1
"mild nausea, sneezing",GREEN,2,2
"severe dehydration, broken bone visible",ORANGE,6,2
"numbness one side, severe allergic reaction",ORANGE,6,2
"minor bruise, mild itching",GREEN,1,2
"mild itching, hiccups, runny nose",GREEN,1,3
"severe dehydration, seizure single",ORANGE,5,2
"high fever, occasional heartburn, eye pain, mild stomach discomfort, mild constipation",YELLOW,4,5
"severe back pain radiating, severe chest tightness, mild fatigue, severe asthma attack",ORANGE,6,4
"muscle soreness after exercise, chapped lips",GREEN,2,2
"minor rash, minor bruise, minor fracture pain, abdominal pain, mild allergies, dehydration",YELLOW,4,6
"mild fatigue, minor mouth ulcer, mild acne",GREEN,2,3
"mild constipation, slight sore throat",GREEN,2,2
"eye pain, sudden weakness, diabetic emergency, runny nose, muscle cramps",ORANGE,6,5
high fever with chills,ORANGE,5,1
"chapped lips, numbness one side, broken bone visible, insomnia",ORANGE,6,4
"no pulse detected, multi organ failure signs",RED,7,2
mild acne,GREEN,1,1
"slight sore throat, mild allergies",GREEN,2,2
"mild stomach discomfort, paper cut, mild body ache",GREEN,2,3
"diarrhea, severe dehydration, numbness in fingers",ORANGE,5,3
"mild acne, night sweats, joint pain, chronic indigestion",YELLOW,4,4
"dry skin, mild headache, insomnia",GREEN,2,3
"severe chest tightness, broken bone visible, shortness of breath",ORANGE,6,3
"seizure single, vomiting blood",ORANGE,6,2
"mild stomach discomfort, hiccups, sneezing",GREEN,2,3
"mild bloating, minor bruise",GREEN,2,2
"persistent cough, mild body ache, skin rash with fever, muscle soreness after exercise, blurred vision",YELLOW,4,5
"abdominal pain, chest pain",RED,7,2
"severe allergic reaction, severe head trauma, severe bleeding uncontrolled, blue lips, mild bloating",RED,7,5
"difficulty speaking suddenly, chest tightness, minor rash, watery eyes",ORANGE,6,4
"drug overdose suspected, jaundice, severe back pain radiating",ORANGE,6,3
"dizziness, severe trauma, stab wound",RED,7,3
"severe burn, mild headache",ORANGE,6,2
"minor fracture pain, persistent headache, night sweats",YELLOW,4,3
"mild body ache, blurred vision, mild allergies",YELLOW,4,3
slight sore throat,GREEN,1,1
"mild body ache, minor fracture pain",YELLOW,4,2
"dizziness, open wound deep, loss of consciousness brief, dandruff, severe burn",ORANGE,6,5
"anaphylaxis, stroke symptoms",RED,7,2
"mild fatigue, mild itching, insomnia",GREEN,2,3
"mild sunburn, eye pain",YELLOW,3,2
"runny nose, paper cut, sneezing",GREEN,1,3
"hiccups, mild sunburn, mild stomach discomfort",GREEN,2,3
"seizure single, eye pain, severe back pain radiating",ORANGE,5,3
"mild itching, insomnia, mild body ache",GREEN,2,3
"confusion, migraine",ORANGE,5,2
"severe bleeding uncontrolled, cardiac arrest, chest pain",RED,7,3
"cardiac arrest, choking, persistent headache, tension pneumothorax",RED,7,4
"coughing blood, difficulty breathing, watery eyes, poisoning suspected, mild allergies",ORANGE,6,5
"vomiting blood, chemical exposure",ORANGE,6,2
"stab wound, shortness of breath, stroke symptoms, severe trauma, severe chest tightness",RED,7,5
"animal bite deep, minor bruise",ORANGE,5,2
"mild bloating, mild acne",GREEN,2,2
"mild sunburn, mild headache, insomnia",GREEN,2,3
"minor mouth ulcer, mild acne, mild nausea",GREEN,2,3
"high fever with chills, difficulty speaking suddenly",ORANGE,6,2
"chest tightness, stroke symptoms, joint pain, animal bite deep",RED,7,4
"mild nausea, dandruff",GREEN,2,2
"watery eyes, mild fatigue",GREEN,2,2
mild stomach discomfort,GREEN,2,1
mild nausea,GREEN,2,1
"mild acne, blood in urine, mild fatigue, mild allergies",YELLOW,4,4
"hiccups, severe allergic reaction, severe burn, animal bite deep",ORANGE,6,4
mild anxiety,GREEN,2,1
"sneezing, diarrhea, severe allergic reaction, severe burn, muscle soreness after exercise",ORANGE,6,5
"painful urination, chest tightness",YELLOW,4,2
"shortness of breath, animal bite deep",ORANGE,6,2
"shortness of breath, drowning, nausea and vomiting, gunshot wound",RED,7,4
"mild nausea, watery eyes",GREEN,2,2
"minor fracture pain, unconscious, septic shock symptoms",RED,7,3
"high fever with chills, back pain, common cold, severe chest tightness",ORANGE,6,4
"nausea and vomiting, vomiting, back pain, sneezing",YELLOW,4,4
minor mouth ulcer,GREEN,2,1
"loss of consciousness prolonged, urinary burning",RED,7,2
severe trauma,RED,7,1
"mild headache, urinary burning, animal bite deep",ORANGE,5,3
mild itching,GREEN,1,1
"mild stomach discomfort, persistent cough, mild acne",YELLOW,3,3
"mild fatigue, paper cut, weight loss unintentional, runny nose",YELLOW,4,4
"dehydration, mild cough, mild body ache, eye pain, muscle soreness after exercise",YELLOW,4,5
"severe burn, severe asthma attack, severe back pain radiating",ORANGE,6,3
"difficulty breathing, night sweats, stuffy nose, paper cut",ORANGE,6,4
"not breathing, chest pain, anaphylaxis",RED,7,3
"mild constipation, septic shock symptoms, not breathing, severe infection signs, drowning, jaundice",RED,7,6
"sudden weakness, muscle soreness after exercise, frequent urination, chapped lips",ORANGE,5,4
mild acne,GREEN,1,1
"severe nosebleed, numbness one side, diabetic emergency",ORANGE,6,3
severe nosebleed,ORANGE,5,1
dehydration,YELLOW,4,1
"paper cut, mild allergies",GREEN,2,2
"diarrhea, muscle cramps, swollen lymph nodes",YELLOW,3,3
"mild anxiety, mild fatigue, watery eyes",GREEN,2,3
"muscle soreness after exercise, paper cut, toothache severe, insomnia, nausea and vomiting, sprained ankle",YELLOW,4,6
"not breathing, severe trauma, no pulse detected",RED,7,3
"open wound deep, mild body ache, blood in stool",ORANGE,5,3
"electrocution, ear pain, anaphylaxis, severe nosebleed, severe chest tightness",RED,7,5
"fever, stuffy nose",YELLOW,4,2
"insomnia, paper cut",GREEN,2,2
"dizziness, chest tightness, dehydration, facial drooping, severe asthma attack",ORANGE,6,5
"vomiting blood, blurred vision, sneezing",ORANGE,6,3
"joint pain, blood in urine, night sweats, sneezing",YELLOW,4,4
"broken bone visible, muscle soreness after exercise, coughing blood",ORANGE,6,3
"stuffy nose, common cold",GREEN,1,2
"diarrhea, severe pain, loss of consciousness prolonged, mild nausea",RED,7,4
"severe nosebleed, severe headache, minor bruise, occasional heartburn",ORANGE,5,4
"dry skin, mild constipation, hiccups",GREEN,2,3
"mild bloating, sprained ankle, mild cough, sore throat with fever, dehydration",YELLOW,4,5
mild constipation,GREEN,2,1
"blue lips, tension pneumothorax, animal bite deep, vomiting blood, unconscious, severe nosebleed",RED,7,6
"chest pain, fever, numbness in fingers, severe trauma, not breathing",RED,7,5
"muscle cramps, painful urination, eye pain",YELLOW,3,3
"muscle cramps, mild cough, chapped lips, mild body ache",YELLOW,3,4
muscle soreness after exercise,GREEN,2,1
muscle soreness after exercise,GREEN,2,1
toothache severe,YELLOW,3,1
tension pneumothorax,RED,7,1
"mild headache, severe nosebleed, mild nausea",ORANGE,5,3
seizure single,ORANGE,5,1
"chemical exposure, severe allergic reaction, seizure single",ORANGE,6,3
"joint pain, chronic indigestion, sneezing, toothache severe, muscle soreness after exercise",YELLOW,3,5
"chapped lips, runny nose, mild stomach discomfort",GREEN,2,3
"head injury, muscle soreness after exercise",ORANGE,6,2
"chapped lips, mild fatigue, mild itching",GREEN,2,3
"unconscious, heart attack symptoms",RED,7,2
"minor fracture pain, eye injury, difficulty speaking suddenly",ORANGE,6,3
"runny nose, severe pain, severe abdominal pain, open wound deep",ORANGE,6,4
"facial drooping, seizure single",ORANGE,6,2
"eye injury, blood in stool, severe headache",ORANGE,5,3
"jaundice, stuffy nose, mild cough, mild headache, sprained ankle, persistent fatigue",YELLOW,4,6
"slight sore throat, chapped lips, minor bruise",GREEN,1,3
"seizure continuous, drowning, unconscious",RED,7,3
"massive hemorrhage, mild body ache, gunshot wound, severe pain, mild itching",RED,7,5
"mild bloating, sneezing, mild body ache",GREEN,2,3
"poisoning suspected, facial drooping, open wound deep",ORANGE,6,3
"paper cut, swollen lymph nodes, fever, poisoning suspected",ORANGE,6,4
sudden weakness,ORANGE,5,1
"painful urination, facial drooping, occasional heartburn, mild nausea",ORANGE,6,4
"jaundice, chapped lips, frequent urination, wheezing",YELLOW,4,4
"weight loss unintentional, runny nose, mild cough, muscle soreness after exercise",YELLOW,4,4
numbness in fingers,YELLOW,3,1
"mild headache, runny nose, paper cut",GREEN,1,3
"mild nausea, loss of consciousness brief, dry skin, chronic indigestion",ORANGE,6,4
"mild body ache, minor rash",GREEN,2,2
"dizziness, migraine",YELLOW,4,2
"swollen lymph nodes, ear pain",YELLOW,3,2
"severe pain, vomiting, massive hemorrhage, blue lips",RED,7,4
"severe chest tightness, joint pain, sprained ankle, vomiting blood, muscle cramps",ORANGE,6,5
occasional heartburn,GREEN,2,1
"common cold, mild headache, watery eyes",GREEN,1,3
"toothache severe, blood in urine, skin rash with fever",YELLOW,4,3
severe nosebleed,ORANGE,5,1
"loss of consciousness brief, weight loss unintentional, urinary burning, broken bone visible",ORANGE,6,4
"severe back pain radiating, severe chest tightness, difficulty speaking suddenly, skin infection, slight sore throat, mild nausea",ORANGE,6,6
"mild itching, mild constipation",GREEN,2,2
"mild sunburn, numbness in fingers, slight sore throat, vomiting, minor bruise",YELLOW,4,5
"mild headache, difficulty breathing, runny nose, abdominal pain",ORANGE,6,4
"severe headache, watery eyes, minor bruise, vomiting blood, skin rash with fever",ORANGE,6,5
occasional heartburn,GREEN,2,1
"night sweats, nausea and vomiting, severe chest tightness",ORANGE,6,3
"mild stomach discomfort, paper cut, slight sore throat",GREEN,2,3
"severe headache, vomiting blood, severe burn",ORANGE,6,3
"blue lips, heart attack symptoms, high fever with chills",RED,7,3
"severe allergic reaction, mild nausea, diabetic emergency, ankle swelling",ORANGE,6,4
"anaphylaxis, stab wound, minor rash, severe infection signs, severe bleeding uncontrolled",RED,7,5
"minor bruise, persistent cough, dry skin",YELLOW,3,3
"mild itching, sneezing",GREEN,1,2
"facial drooping, drug overdose suspected",ORANGE,6,2
"watery eyes, minor bruise",GREEN,1,2
insomnia,GREEN,2,1
"mild headache, not breathing, cardiac arrest, occasional heartburn, diarrhea",RED,7,5
"mild bloating, mild nausea, occasional heartburn",GREEN,2,3
"wheezing, vomiting blood, severe back pain radiating, chemical exposure",ORANGE,6,4
"blood in urine, toothache severe, dry skin",YELLOW,4,3
"seizure continuous, no pulse detected, chapped lips",RED,7,3
"muscle cramps, chest tightness, sore throat with fever",YELLOW,4,3
"muscle soreness after exercise, mild cough",GREEN,2,2
"blurred vision, sore throat with fever",YELLOW,4,2
"sprained ankle, broken bone visible, vomiting blood, muscle soreness after exercise",ORANGE,6,4
"watery eyes, mild allergies, minor bruise",GREEN,2,3
"hiccups, mild constipation, sneezing",GREEN,2,3
"unconscious, drowning",RED,7,2
"blood in urine, sprained ankle, dehydration",YELLOW,4,3
"dizziness, nausea and vomiting, persistent fatigue",YELLOW,4,3
"ankle swelling, painful urination",YELLOW,3,2
"seizure single, severe chest tightness, chronic indigestion",ORANGE,6,3
"paper cut, sneezing, mild nausea",GREEN,2,3
ankle swelling,YELLOW,3,1
"spinal injury suspected, shortness of breath",RED,7,2
"severe bleeding uncontrolled, numbness in fingers, blood in stool, stroke symptoms",RED,7,4
"back pain, persistent cough, joint pain",YELLOW,3,3
"choking, anaphylaxis, severe back pain radiating",RED,7,3
"difficulty breathing, mild itching, paper cut",ORANGE,6,3
"skin infection, animal bite deep, painful urination",ORANGE,5,3
"seizure single, stroke symptoms, ear pain",RED,7,3
"night sweats, ankle swelling, mild stomach discomfort",YELLOW,4,3
"cardiac arrest, eye pain, gunshot wound",RED,7,3
"muscle cramps, gunshot wound",RED,7,2
common cold,GREEN,1,1
"broken bone visible, numbness in fingers, open wound deep, severe dehydration",ORANGE,6,4
"numbness one side, chemical exposure",ORANGE,6,2
"minor bruise, mild headache",GREEN,1,2
"skin rash with fever, painful urination",YELLOW,4,2
"severe back pain radiating, mild bloating, severe chest tightness",ORANGE,6,3
"dandruff, insomnia, occasional heartburn",GREEN,2,3
"hiccups, dry skin, mild constipation",GREEN,2,3
"vomiting, high fever with chills, runny nose, severe nosebleed",ORANGE,5,4
"minor mouth ulcer, mild sunburn, stuffy nose",GREEN,2,3
"painful urination, mild stomach discomfort, toothache severe, runny nose, mild anxiety",YELLOW,3,5
"mild bloating, muscle soreness after exercise, paper cut",GREEN,2,3
"mild cough, occasional heartburn, mild constipation",GREEN,2,3
"broken bone visible, severe back pain radiating, persistent headache",ORANGE,6,3
"confusion, mild sunburn, mild fatigue",ORANGE,5,3
"vomiting blood, animal bite deep, minor mouth ulcer",ORANGE,6,3
"mild fatigue, blood in urine, minor bruise, mild allergies, persistent headache",YELLOW,4,5
vomiting,YELLOW,4,1
"persistent fatigue, mild acne, minor rash, diabetic emergency",ORANGE,6,4
"muscle soreness after exercise, abdominal pain, chronic indigestion, slight sore throat, chest tightness",YELLOW,4,5
"occasional heartburn, runny nose, persistent cough, migraine, minor rash, muscle cramps",YELLOW,4,6
"mild itching, sneezing",GREEN,1,2
hiccups,GREEN,1,1
"minor fracture pain, dizziness, dry skin",YELLOW,4,3
"mild stomach discomfort, back pain, persistent headache, urinary burning",YELLOW,4,4
mild acne,GREEN,1,1
"high fever with chills, coughing blood, sudden weakness, sneezing",ORANGE,6,4
"loss of consciousness prolonged, mild headache, persistent cough, severe bleeding uncontrolled, diabetic emergency",RED,7,5
"no pulse detected, muscle cramps, head injury, severe burn, seizure continuous",RED,7,5
heart attack symptoms,RED,7,1
"skin infection, mild anxiety, septic shock symptoms, chemical exposure",RED,7,4
"jaundice, ankle swelling, persistent fatigue",YELLOW,4,3
"coughing blood, massive hemorrhage",RED,7,2
"stab wound, septic shock symptoms, severe back pain radiating",RED,7,3
"persistent cough, dry skin, blurred vision",YELLOW,4,3
"persistent fatigue, nausea and vomiting",YELLOW,4,2
"severe trauma, drowning, chest pain",RED,7,3
"watery eyes, blood in stool, mild body ache, numbness in fingers, poisoning suspected",ORANGE,6,5
"shortness of breath, mild headache, weight loss unintentional, diabetic emergency",ORANGE,6,4
"drug overdose suspected, common cold, loss of consciousness brief, dehydration, dandruff",ORANGE,6,5
"weight loss unintentional, chronic indigestion",YELLOW,4,2
"stuffy nose, blue lips",RED,7,2
"high fever, sneezing, blurred vision, urinary burning",YELLOW,4,4
"slight sore throat, mild constipation",GREEN,2,2
"anaphylaxis, severe head trauma, massive hemorrhage",RED,7,3
"chronic indigestion, ear pain, fever",YELLOW,4,3
"toothache severe, mild sunburn, severe back pain radiating, frequent urination",ORANGE,5,4
"mild stomach discomfort, painful urination, severe chest tightness, sneezing",ORANGE,6,4
"mild fatigue, minor rash",GREEN,2,2
"shortness of breath, numbness in fingers, severe pain, mild bloating, open wound deep",ORANGE,6,5
"choking, mild anxiety, occasional heartburn, paper cut",RED,7,4
stuffy nose,GREEN,1,1
"occasional heartburn, ankle swelling, stuffy nose",YELLOW,3,3
"joint pain, occasional heartburn, dehydration, dandruff, persistent cough, hiccups",YELLOW,4,6
"severe allergic reaction, seizure single, animal bite deep",ORANGE,6,3
"weight loss unintentional, chest tightness, mild sunburn",YELLOW,4,3
"drowning, severe head trauma, anaphylaxis",RED,7,3
"mild nausea, back pain, sneezing, minor rash",YELLOW,3,4
stuffy nose,GREEN,1,1
"vomiting, mild nausea, severe burn, night sweats",ORANGE,6,4
"eye injury, vomiting blood, severe pain",ORANGE,6,3
"sprained ankle, seizure single, blood in stool",ORANGE,5,3
"severe allergic reaction, severe chest tightness, mild bloating, drug overdose suspected, mild fatigue",ORANGE,6,5
watery eyes,GREEN,1,1
"dehydration, severe head trauma, drowning",RED,7,3
"eye injury, mild anxiety, weight loss unintentional, chest tightness",ORANGE,5,4
blood in stool,ORANGE,5,1
"stuffy nose, mild constipation, numbness in fingers, mild anxiety, vomiting",YELLOW,4,5
"severe bleeding uncontrolled, severe headache, severe allergic reaction",RED,7,3
"mild allergies, dry skin",GREEN,2,2
"occasional heartburn, abdominal pain, minor bruise, back pain",YELLOW,4,4
"hiccups, sneezing, runny nose",GREEN,1,3
mild cough,GREEN,1,1
mild allergies,GREEN,2,1
"common cold, diabetic emergency, broken bone visible, mild fatigue, migraine",ORANGE,6,5
"mild sunburn, blood in urine",YELLOW,4,2
"eye pain, muscle soreness after exercise, mild body ache, numbness in fingers, wheezing, mild cough",YELLOW,4,6
"abdominal pain, muscle cramps, blood in urine",YELLOW,4,3
"stab wound, chronic indigestion, severe bleeding uncontrolled",RED,7,3
"head injury, electrocution",RED,7,2
"frequent urination, chapped lips, minor mouth ulcer, mild headache",YELLOW,3,4
"sneezing, painful urination",YELLOW,3,2
"difficulty breathing, mild allergies",ORANGE,6,2
blurred vision,YELLOW,4,1
gunshot wound,RED,7,1
"broken bone visible, open wound deep, chest tightness",ORANGE,6,3
"stroke symptoms, electrocution",RED,7,2
"mild constipation, confusion, broken bone visible, frequent urination",ORANGE,6,4
"mild cough, mild constipation, mild sunburn, ankle swelling, painful urination",YELLOW,3,5
"paper cut, mild anxiety",GREEN,2,2
"ear pain, skin infection",YELLOW,3,2
paper cut,GREEN,1,1
"watery eyes, mild body ache",GREEN,2,2
mild nausea,GREEN,2,1
"mild anxiety, skin rash with fever, wheezing, occasional heartburn, mild headache, numbness in fingers",YELLOW,4,6
"mild nausea, mild sunburn, occasional heartburn, weight loss unintentional",YELLOW,4,4
minor bruise,GREEN,1,1
"chapped lips, mild constipation",GREEN,2,2
"multi organ failure signs, vomiting, numbness in fingers, chest pain, not breathing",RED,7,5
"urinary burning, mild cough, night sweats, severe dehydration, severe asthma attack, numbness one side",ORANGE,6,6
"seizure continuous, stroke symptoms, gunshot wound",RED,7,3
"sneezing, choking, not breathing, severe asthma attack, sudden weakness, seizure continuous",RED,7,6
"mild headache, sneezing, mild body ache",GREEN,2,3
"mild sunburn, mild anxiety",GREEN,2,2
"joint pain, mild allergies, runny nose, mild acne",YELLOW,3,4
"occasional heartburn, common cold, muscle soreness after exercise",GREEN,2,3
"dandruff, animal bite deep, confusion, occasional heartburn, broken bone visible, mild anxiety",ORANGE,6,6
"watery eyes, high fever",YELLOW,4,2
"occasional heartburn, drug overdose suspected, shortness of breath, severe abdominal pain",ORANGE,6,4
"hiccups, dry skin, stuffy nose, dizziness",YELLOW,4,4
"mild acne, minor mouth ulcer",GREEN,2,2
"sudden weakness, dandruff, multi organ failure signs, severe pain",RED,7,4
"vomiting, migraine, mild acne",YELLOW,4,3
"broken bone visible, severe abdominal pain",ORANGE,6,2
"drowning, severe pain",RED,7,2
"muscle soreness after exercise, minor mouth ulcer, mild itching",GREEN,2,3
"chronic indigestion, watery eyes, mild stomach discomfort, skin infection",YELLOW,3,4
"mild stomach discomfort, blood in urine, mild acne",YELLOW,4,3
"dandruff, mild bloating, mild itching",GREEN,2,3
"chronic indigestion, sneezing",YELLOW,3,2
heart attack symptoms,RED,7,1
"poisoning suspected, tension pneumothorax, high fever with chills, chest pain, ear pain",RED,7,5
"mild fatigue, mild body ache, sneezing",GREEN,2,3
"abdominal pain, chest tightness, stuffy nose",YELLOW,4,3
"persistent fatigue, paper cut, insomnia, slight sore throat, vomiting",YELLOW,4,5
"mild bloating, eye pain, dry skin, mild sunburn, abdominal pain, numbness in fingers",YELLOW,4,6
mild body ache,GREEN,2,1
confusion,ORANGE,5,1
"minor mouth ulcer, mild acne, dry skin",GREEN,2,3
"insomnia, sneezing, mild allergies",GREEN,2,3
minor fracture pain,YELLOW,4,1
"minor rash, dry skin, stuffy nose",GREEN,2,3
"mild acne, mild constipation, frequent urination",YELLOW,3,3
"severe back pain radiating, numbness in fingers, chapped lips, dizziness, animal bite deep",ORANGE,5,5
"dry skin, chapped lips, minor rash",GREEN,2,3
"dry skin, mild allergies",GREEN,2,2
"toothache severe, chronic indigestion, mild cough, mild body ache, jaundice",YELLOW,4,5
"massive hemorrhage, unconscious, severe head trauma",RED,7,3
"runny nose, minor bruise, hiccups",GREEN,1,3
"shortness of breath, persistent headache, stroke symptoms, drowning",RED,7,4
"painful urination, multi organ failure signs, unconscious, severe head trauma",RED,7,4
"animal bite deep, persistent headache, severe abdominal pain, poisoning suspected, mild stomach discomfort, diarrhea",ORANGE,6,6
"sore throat with fever, occasional heartburn, sprained ankle",YELLOW,4,3
"mild body ache, runny nose, mild sunburn",GREEN,2,3
"vomiting blood, dehydration, septic shock symptoms",RED,7,3
"no pulse detected, loss of consciousness prolonged, severe head trauma, skin infection, diarrhea, dry skin",RED,7,6
"head injury, severe dehydration",ORANGE,6,2
"runny nose, watery eyes, mild nausea",GREEN,2,3
"common cold, dizziness, dandruff",YELLOW,4,3
"seizure continuous, heart attack symptoms, urinary burning, stab wound",RED,7,4
"tension pneumothorax, numbness one side, severe back pain radiating",RED,7,3
"eye injury, facial drooping, vomiting blood",ORANGE,6,3
"stuffy nose, mild headache, joint pain, night sweats",YELLOW,4,4
"watery eyes, mild fatigue, muscle soreness after exercise",GREEN,2,3
"joint pain, severe infection signs, mild acne, fever",ORANGE,5,4
"head injury, loss of consciousness prolonged, choking, multi organ failure signs, weight loss unintentional, severe burn",RED,7,6
